customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-04315,Male,1,No,Yes,72,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,108.96,7243.99,Yes
CUST-04316,Male,0,Yes,No,34,Yes,No,DSL,No,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),57.22,2035.11,No
CUST-04317,Female,0,Yes,No,33,Yes,No,DSL,Yes,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),76.19,2297.29,No
CUST-04318,Female,0,Yes,No,45,No,No phone service,DSL,No,No,Yes,No,Yes,No,Two year,Yes,Electronic check,60.97,2642.43,No
CUST-04319,Male,0,No,Yes,64,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),48.37,2877.72,No
CUST-04320,Male,0,No,Yes,9,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),57.94,563.71,No
CUST-04321,Male,0,Yes,No,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,21.68,678.68,No
CUST-04322,Female,0,No,Yes,28,Yes,No,DSL,No,No,No,No,Yes,Yes,One year,No,Credit card (automatic),64.64,1784.21,No
CUST-04323,Female,1,Yes,Yes,4,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,56.15,224.68,Yes
CUST-04324,Female,0,Yes,No,23,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,65.9,1441.04,No
CUST-04325,Male,1,Yes,No,2,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Two year,No,Mailed check,63.35,126.24,No
CUST-04326,Male,0,No,No,6,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,61.04,336.87,Yes
CUST-04327,Female,1,Yes,No,72,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,86.61,6589.83,Yes
CUST-04328,Male,0,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,21.51,88.25,No
CUST-04329,Female,0,No,Yes,27,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Bank transfer (automatic),80.22,2220.23,No
CUST-04330,Male,0,Yes,No,12,No,No phone service,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,102.8,1289.07,No
CUST-04331,Male,0,Yes,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.92,393.91,No
CUST-04332,Male,0,Yes,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.01,160.69,No
CUST-04333,Male,0,No,No,18,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,53.87,958.65,No
CUST-04334,Female,0,No,Yes,64,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,No,Bank transfer (automatic),52.84,3166.76,No
CUST-04335,Male,0,Yes,Yes,15,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,No,Electronic check,75.77,1168.11,No
CUST-04336,Female,0,Yes,No,13,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),41.23,566.47,Yes
CUST-04337,Female,1,Yes,No,18,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,18.0,309.55,Yes
CUST-04338,Female,0,Yes,Yes,3,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,77.37,210.34,No
CUST-04339,Male,0,No,Yes,15,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),99.89,1509.04,Yes
CUST-04340,Female,0,Yes,No,0,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,58.11,18.0,No
CUST-04341,Female,0,Yes,No,22,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,31.68,673.35,No
CUST-04342,Female,0,No,No,60,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Electronic check,52.67,3266.23,No
CUST-04343,Male,0,Yes,Yes,25,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,44.81,1165.06,Yes
CUST-04344,Male,0,No,No,29,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,45.0,1255.89,No
CUST-04345,Female,0,Yes,No,0,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,One year,No,Credit card (automatic),84.52,18.0,No
CUST-04346,Male,1,No,No,62,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),109.31,6933.15,Yes
CUST-04347,Female,0,Yes,Yes,15,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),44.36,639.56,No
CUST-04348,Female,0,No,No,72,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),60.61,4512.65,No
CUST-04349,Male,0,Yes,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,22.21,88.19,No
CUST-04350,Female,0,No,Yes,72,Yes,Yes,DSL,Yes,No,No,No,No,No,Two year,No,Credit card (automatic),82.4,5907.78,No
CUST-04351,Male,0,Yes,Yes,32,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Two year,No,Electronic check,45.92,1329.0,No
CUST-04352,Male,0,No,No,1,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,One year,No,Electronic check,35.85,39.0,No
CUST-04353,Female,1,Yes,No,72,No,No phone service,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,50.17,3671.57,No
CUST-04354,Male,0,No,No,0,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,88.38,18.0,No
CUST-04355,Male,0,No,No,41,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),87.03,3747.56,No
CUST-04356,Female,0,No,No,70,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,85.86,5741.44,No
CUST-04357,Female,0,No,Yes,6,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Two year,Yes,Credit card (automatic),69.7,426.67,No
CUST-04358,Male,0,Yes,No,13,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,34.47,460.17,No
CUST-04359,Male,0,Yes,No,26,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),75.11,1890.4,No
CUST-04360,Female,0,No,No,36,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Two year,Yes,Electronic check,68.62,2351.23,No
CUST-04361,Male,0,Yes,Yes,65,No,No phone service,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,105.76,6393.27,No
CUST-04362,Male,0,Yes,Yes,45,No,No phone service,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),84.91,3664.33,No
CUST-04363,Male,0,Yes,No,14,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,52.37,802.04,No
CUST-04364,Male,0,Yes,Yes,55,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,23.12,1131.31,No
CUST-04365,Male,0,No,Yes,72,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Two year,Yes,Mailed check,72.17,5425.31,No
CUST-04366,Male,1,No,Yes,8,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,One year,Yes,Bank transfer (automatic),78.1,617.74,No
CUST-04367,Male,0,No,Yes,2,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),77.81,168.12,No
CUST-04368,Female,0,Yes,No,17,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Two year,No,Electronic check,75.71,1326.13,No
CUST-04369,Female,0,No,No,68,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,18.0,1206.28,No
CUST-04370,Female,0,No,Yes,5,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,73.11,405.05,Yes
CUST-04371,Female,0,No,No,69,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,120.0,8168.48,No
CUST-04372,Female,0,No,No,72,Yes,Yes,DSL,No,No,No,No,No,No,One year,Yes,Mailed check,65.69,4688.58,No
CUST-04373,Male,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,94.99,97.51,Yes
CUST-04374,Male,1,Yes,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,21.39,457.8,Yes
CUST-04375,Male,1,Yes,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,25.43,320.6,No
CUST-04376,Male,0,Yes,Yes,16,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,50.79,780.25,No
CUST-04377,Female,0,No,No,19,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,Yes,Electronic check,92.02,1702.35,No
CUST-04378,Male,0,No,No,43,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,18.0,742.09,No
CUST-04379,Male,0,No,No,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),25.12,670.31,Yes
CUST-04380,Female,0,No,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),24.47,1745.58,No
CUST-04381,Male,0,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,18.37,225.64,No
CUST-04382,Male,0,No,No,24,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),108.75,2827.83,No
CUST-04383,Female,0,No,No,53,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),81.03,4601.71,No
CUST-04384,Male,0,Yes,No,14,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Electronic check,59.14,848.73,No
CUST-04385,Male,0,Yes,Yes,20,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),93.13,1736.35,No
CUST-04386,Male,0,Yes,Yes,36,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),49.98,1776.43,No
CUST-04387,Male,0,Yes,No,63,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),68.36,4369.6,Yes
CUST-04388,Male,0,No,Yes,17,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,43.2,792.99,Yes
CUST-04389,Female,0,Yes,No,24,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),73.72,1780.96,Yes
CUST-04390,Female,0,No,No,72,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Mailed check,75.61,5709.34,No
CUST-04391,Female,0,Yes,No,1,Yes,No,DSL,No,Yes,Yes,No,No,No,One year,Yes,Electronic check,66.33,67.28,No
CUST-04392,Female,0,Yes,No,19,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,No,Bank transfer (automatic),92.24,1772.78,No
CUST-04393,Female,0,No,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),22.97,770.57,No
CUST-04394,Female,0,No,Yes,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,21.7,18.0,Yes
CUST-04395,Male,0,Yes,No,29,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,85.29,2447.38,No
CUST-04396,Female,0,No,No,1,No,No phone service,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Mailed check,79.4,73.25,No
CUST-04397,Female,0,Yes,No,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.36,1546.26,No
CUST-04398,Male,0,No,No,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),24.91,1274.89,No
CUST-04399,Male,0,No,No,1,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,83.56,80.69,Yes
CUST-04400,Female,1,Yes,No,1,Yes,No,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Credit card (automatic),70.38,67.46,No
CUST-04401,Male,0,No,No,44,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,55.47,2433.41,No
CUST-04402,Female,0,No,No,14,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),74.33,996.71,No
CUST-04403,Male,0,No,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),19.47,519.41,No
CUST-04404,Female,0,No,Yes,10,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),52.55,550.46,No
CUST-04405,Male,0,Yes,No,6,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,No,Electronic check,96.52,574.84,No
CUST-04406,Male,0,No,No,11,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,65.45,754.64,No
CUST-04407,Female,0,No,No,9,Yes,Yes,DSL,No,No,No,No,Yes,No,One year,Yes,Mailed check,57.27,542.38,No
CUST-04408,Female,0,No,Yes,19,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,120.0,2340.17,Yes
CUST-04409,Female,0,Yes,No,43,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,One year,No,Electronic check,66.17,2843.42,Yes
CUST-04410,Female,0,No,No,25,No,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,48.63,1299.36,No
CUST-04411,Female,1,No,No,30,Yes,Yes,DSL,No,No,Yes,No,No,No,One year,No,Bank transfer (automatic),65.0,1956.44,No
CUST-04412,Male,0,No,No,20,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),22.0,417.84,No
CUST-04413,Female,0,Yes,Yes,12,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,61.52,806.61,No
CUST-04414,Female,0,Yes,No,4,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),71.37,269.86,Yes
CUST-04415,Male,0,Yes,No,14,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,77.91,1070.53,No
CUST-04416,Male,1,Yes,No,35,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),67.77,2360.68,No
CUST-04417,Female,1,No,No,42,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,One year,No,Mailed check,58.92,2263.7,No
CUST-04418,Male,0,No,Yes,20,No,No phone service,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,116.93,2340.63,No
CUST-04419,Male,0,No,No,33,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.41,606.33,No
CUST-04420,Female,0,No,No,7,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),53.78,362.73,Yes
CUST-04421,Male,0,Yes,Yes,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.87,1232.16,No
CUST-04422,Male,0,Yes,No,64,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,88.05,5897.11,No
CUST-04423,Female,1,No,No,12,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,85.57,998.13,Yes
CUST-04424,Female,1,No,No,25,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),98.89,2511.63,No
CUST-04425,Male,1,No,No,29,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),18.0,543.9,No
CUST-04426,Male,0,Yes,No,20,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),74.96,1519.09,No
CUST-04427,Female,0,No,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),18.0,1197.57,No
CUST-04428,Male,0,Yes,No,43,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,61.6,2467.23,No
CUST-04429,Male,0,No,Yes,35,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.24,719.76,No
CUST-04430,Male,0,No,No,23,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),63.29,1466.26,No
CUST-04431,Female,0,No,No,2,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),18.0,36.6,No
CUST-04432,Male,0,Yes,Yes,3,No,No phone service,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),106.35,338.17,Yes
CUST-04433,Male,0,No,No,11,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Electronic check,80.12,894.73,No
CUST-04434,Female,1,Yes,No,7,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),85.08,587.55,Yes
CUST-04435,Male,1,Yes,No,72,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Two year,No,Bank transfer (automatic),43.96,3245.57,No
CUST-04436,Male,1,No,Yes,16,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,63.42,1027.21,No
CUST-04437,Female,0,Yes,No,66,No,No phone service,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,72.8,5002.99,No
CUST-04438,Female,0,No,No,54,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,62.02,3416.44,No
CUST-04439,Female,0,Yes,No,53,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,68.47,3531.77,Yes
CUST-04440,Female,0,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,No,Mailed check,67.37,486.22,Yes
CUST-04441,Male,1,No,No,18,No,No phone service,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),71.48,1276.44,No
CUST-04442,Male,1,Yes,Yes,12,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,No,Bank transfer (automatic),77.95,879.96,No
CUST-04443,Female,0,No,No,72,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,83.61,5814.24,Yes
CUST-04444,Female,0,No,Yes,66,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),18.0,1142.36,No
CUST-04445,Male,0,No,No,9,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),54.8,464.3,No
CUST-04446,Female,0,No,Yes,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,29.43,363.74,Yes
CUST-04447,Male,1,No,No,24,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),38.26,853.08,No
CUST-04448,Female,0,Yes,No,10,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Two year,No,Electronic check,62.99,671.81,Yes
CUST-04449,Male,0,Yes,No,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),18.0,997.78,No
CUST-04450,Female,0,Yes,No,54,Yes,No,DSL,No,Yes,Yes,No,No,No,One year,Yes,Mailed check,68.78,3687.43,No
CUST-04451,Female,0,No,Yes,41,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,18.0,696.2,No
CUST-04452,Male,0,No,No,37,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),84.0,3072.87,No
CUST-04453,Female,1,No,No,25,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,62.56,1543.21,No
CUST-04454,Male,0,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.06,237.64,No
CUST-04455,Male,0,No,Yes,58,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,44.8,2640.7,No
CUST-04456,Male,0,Yes,Yes,62,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),21.52,1371.71,No
CUST-04457,Male,0,Yes,No,1,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,120.0,121.79,No
CUST-04458,Male,0,No,No,16,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,No,Electronic check,90.72,1555.88,No
CUST-04459,Female,0,Yes,No,0,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,No,Electronic check,85.31,18.0,No
CUST-04460,Female,0,No,Yes,58,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,83.76,4682.04,No
CUST-04461,Male,0,Yes,No,6,No,No phone service,DSL,No,Yes,No,Yes,No,Yes,One year,Yes,Electronic check,59.49,349.01,No
CUST-04462,Female,0,Yes,No,35,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),61.3,2212.17,Yes
CUST-04463,Male,0,No,Yes,14,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,120.0,1708.7,No
CUST-04464,Female,0,Yes,No,54,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,96.03,4776.14,No
CUST-04465,Female,0,No,No,22,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.43,2147.31,No
CUST-04466,Female,0,Yes,No,12,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,71.5,796.19,Yes
CUST-04467,Female,0,No,Yes,12,No,No phone service,Fiber optic,Yes,No,Yes,Yes,No,No,One year,No,Credit card (automatic),84.93,1056.67,No
CUST-04468,Male,0,No,No,12,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),77.24,969.95,No
CUST-04469,Male,0,No,Yes,49,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,77.0,3579.83,No
CUST-04470,Female,1,No,No,39,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Credit card (automatic),57.94,2184.95,No
CUST-04471,Female,0,Yes,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,18.0,206.2,No
CUST-04472,Male,0,Yes,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.0,402.71,No
CUST-04473,Female,1,Yes,Yes,2,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,54.85,105.65,Yes
CUST-04474,Male,0,No,No,56,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),64.85,3774.89,No
CUST-04475,Male,0,No,Yes,9,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),93.71,863.32,Yes
CUST-04476,Male,0,Yes,No,70,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),18.0,1292.05,No
CUST-04477,Female,0,No,Yes,29,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,Yes,Electronic check,105.79,2997.77,No
CUST-04478,Male,0,Yes,No,26,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,74.15,1769.33,Yes
CUST-04479,Female,0,Yes,No,5,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),82.88,376.2,No
CUST-04480,Male,0,No,Yes,2,Yes,No,DSL,No,No,No,No,Yes,Yes,One year,No,Credit card (automatic),77.07,151.71,No
CUST-04481,Female,1,Yes,No,25,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),74.94,1748.92,No
CUST-04482,Female,0,Yes,No,20,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Two year,Yes,Electronic check,95.43,1810.76,No
CUST-04483,Female,0,No,No,4,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,94.47,365.97,No
CUST-04484,Male,0,No,Yes,57,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Electronic check,82.44,4643.27,No
CUST-04485,Male,0,Yes,No,17,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.0,288.6,Yes
CUST-04486,Female,0,No,Yes,9,Yes,No,DSL,No,No,No,No,No,Yes,One year,No,Electronic check,55.03,504.36,No
CUST-04487,Female,0,No,No,49,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),68.26,3271.1,Yes
CUST-04488,Female,0,Yes,No,72,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),84.67,6379.49,No
CUST-04489,Male,0,No,No,11,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,95.06,1061.81,Yes
CUST-04490,Male,1,Yes,No,47,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,47.53,2308.28,Yes
CUST-04491,Male,0,Yes,No,33,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,81.5,2420.61,No
CUST-04492,Male,0,Yes,Yes,72,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Two year,No,Electronic check,42.05,3188.19,No
